second,Volt
+91.0000E-09,+48.8749997457E-03
+91.5000E-09,+41.3749999132E-03
+92.0000E-09,-28.6249985220E-03
+92.5000E-09,-31.7499984521E-03
+93.0000E-09,-14.2499988433E-03
+93.5000E-09,-9.8749989411E-03
+94.0000E-09,-2.9999990947E-03
+94.5000E-09,+750.0008215E-06
+95.0000E-09,+12.0000005700E-03
+95.5000E-09,+22.0000003464E-03
+96.0000E-09,+11.3750005839E-03
+96.5000E-09,-2.9999990948E-03
+97.0000E-09,-7.9999989830E-03
+97.5000E-09,-9.8749989411E-03
+98.0000E-09,-6.1249990249E-03
+98.5000E-09,-3.6249990808E-03
+99.0000E-09,+3.8750007518E-03
